0.0424,0.0426,0.0418,0.0417,0.0432,0.0437,0.0435,0.042,0.0793,0.0981,0.0793,0.0267,0.0267,0.0148,0.0055,0.0565,0.0854,0.0379,0.0571,0.0671,-0.1777,-0.2647,-0.0666,-0.163,-0.0937,-0.0937,-0.0498,0.0336,-0.0498,-0.0498
0.0392,0.0395,0.0382,0.038,0.0403,0.0412,0.0408,0.0385,0.0954,0.124,0.0954,0.0152,0.0152,-0.0028,-0.017,0.0607,0.1047,0.0323,0.0615,0.0768,0.4646,-0.4281,-0.1267,-0.2735,-0.168,-0.168,-0.1011,0.0258,-0.1011,-0.1011
0.0357,0.0342,0.0403,0.0413,0.0302,0.0262,0.0278,0.024,0.0027,-0.0096,0.0027,0.1519,0.1519,0.1959,0.2302,0.0844,0.0191,0.1463,0.0967,0.0706,-0.0503,-0.0632,-0.5364,-0.2244,-0.1404,-0.1404,-0.0871,0.0139,-0.0871,-0.0871
0.0483,0.0488,0.0467,0.0464,0.0502,0.0515,0.051,0.0471,0.1413,0.1888,0.1413,0.0086,0.0086,-0.0214,-0.0448,0.0839,0.1568,0.0369,0.0852,0.1107,0.2535,0.2739,-0.2267,-0.4699,-0.295,-0.295,-0.1842,0.026,-0.1842,-0.1842
0.0023,0.0009,0.007,0.008,-0.0032,-0.0072,-0.0055,-0.0093,-0.0306,-0.043,-0.0306,0.1186,0.1186,0.1625,0.1968,0.0511,-0.0143,0.113,0.0634,0.0373,-0.0837,-0.0965,0.4303,-0.2577,-0.1737,-0.1737,-0.1205,-0.0194,-0.1205,-0.1205
0.0173,0.0163,0.0204,0.021,0.0137,0.011,0.0121,0.0045,0.0774,0.1125,0.0774,0.0938,0.0938,0.1078,0.1187,0.1016,0.1092,0.1165,0.1153,0.1146,0.1365,0.1441,0.1702,0.2391,-0.5021,-0.5021,-0.338,-0.0267,-0.338,-0.338
-0.0604,-0.061,-0.0588,-0.0584,-0.0624,-0.0639,-0.0633,-0.0675,-0.0274,-0.0082,-0.0274,-0.0184,-0.0184,-0.0107,-0.0048,-0.0141,-0.01,-0.0059,-0.0066,-0.007,0.005,0.0092,0.0235,0.0614,0.2035,1.2035,-0.2556,-0.0846,-0.2556,-0.2556
0.0494,0.0503,0.0463,0.0457,0.053,0.0556,0.0545,0.0622,-0.0107,-0.0458,-0.0107,-0.0272,-0.0272,-0.0411,-0.052,-0.035,-0.0425,-0.0499,-0.0486,-0.0479,-0.0698,-0.0774,-0.1036,-0.1725,-0.4312,-0.4312,0.4047,0.0934,0.4047,0.4047
-0.1494,-0.1503,-0.1463,-0.1457,-0.153,-0.1556,-0.1545,-0.1622,-0.0893,-0.0542,-0.0893,-0.0728,-0.0728,-0.0589,-0.048,-0.065,-0.0575,-0.0501,-0.0514,-0.0521,-0.0302,-0.0226,0.0036,0.0725,0.3312,0.3312,0.4953,-0.1934,0.4953,0.4953
0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,-0.6802,-0.3721
0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,-0.2532,-0.5613
0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.2865,-0.4054
-0.0316,-0.0318,-0.031,-0.0309,-0.0323,-0.0329,-0.0326,-0.1733,-0.0197,-0.0127,-0.0197,-0.0164,-0.0164,-0.0137,-0.0115,-0.0149,-0.0134,-0.0119,-0.0122,-0.0123,-0.008,-0.0065,-0.0013,0.0124,0.0637,0.0637,0.0963,0.1581,0.0963,0.0963
0.1511,0.1519,0.1486,0.1481,0.154,0.1561,0.1552,0.0222,0.1029,0.0748,0.1029,0.0897,0.0897,0.0785,0.0698,0.0835,0.0774,0.0715,0.0726,0.0731,0.0555,0.0495,0.0285,-0.0267,-0.2342,-0.2342,-0.3657,-0.6152,-0.3657,-0.3657
